,GPA,GREQ,GREV,GREAWA
3950,3.3,170,151,3.0
3951,3.3,170,151,3.0
3952,3.75,170,158,3.0
3953,3.59,168,156,3.0
3954,3.2,165,150,3.5
3955,3.2,165,150,3.5
3956,3.5,170,156,4.0
3957,3.5,170,156,4.0
3958,3.5,170,156,4.0
3959,3.5,170,156,4.0
3960,3.5,165,151,3.0
3961,3.5,169,157,3.0
3962,3.98,168,161,4.5
3963,3.15,167,158,4.0
3964,3.971,170,167,4.5
3965,3.65,165,158,4.5
3966,3.50,166,160,4.0
3967,3.72,170,160,3.5
3968,3.54,166,159,3.5
3969,4.0,170,153,4.0
3970,3.7,,,-
3971,3.98,168,161,4.5
3972,3.73,170,162,4.0
3973,3.15,170,152,3.5
3974,3.15,170,152,3.5
3975,3.15,170,152,3.5
3976,3.4,167,154,3.5
3977,3.95,168,162,4.5
3978,3.971,170,167,4.5
3979,2.6,168,165,3.0
3980,3.67,,,-
3981,3.67,,,-
3982,3.48,130,153,130
3983,2.6,168,165,3.0
3984,3.9,166,160,3.5
3985,3.71,170,160,3.5
3986,2.9,170,152,3.0
3987,3.84,170,160,4.0
3988,3.84,170,160,4.0
3989,3.84,170,160,4.0
3990,3.84,170,160,4.0
3991,3.84,170,160,4.0
3992,3.5,166,158,3.5
3993,3.0,160,150,4.0
3994,3.0,160,150,4.0
3995,3.0,160,150,4.0
3996,3.0,160,150,4.0
3997,3.74,166,156,4.5
3998,3.8,168,164,4.5
3999,3.6,166,160,3.5
4000,3.95,163,170,3.5
4001,4.0,170,151,4.0
4002,4.0,,,GRE
4003,1st Class（UK),170,156,4.5
4004,3.79,168,143,3.0
4005,3.59,170,151,3.0
4006,3.59,170,151,3.0
4007,3.59,170,151,3.0
4008,3.59,170,151,3.0
4009,3.59,170,151,3.0
4010,3.2,170,160,5.5
4011,3.8,167,154,3.5
4012,3.71,168,159,3.0
4013,3.6,165,155,4.0
4014,3.6,165,155,4.0
4015,3.4,170,151,3.0
4016,3.98,168,161,4.5
4017,3.971,170,167,4.5
4018,3.95,168,162,4.5
4019,3.7,170,164,4.0
4020,3.65,170,164,4.0
4021,3.0,169,165,4.5
4022,3.9,170,158,3.5
4023,3.67,170,152,4.0
4024,4.0,170,153,4.0
4025,3.69,170,152,4.0
4026,3.54,166,159,3.5
4027,3.90,167,165,6.0
4028,1st Class,167,165,6.0
4029,3.77,170,163,6.0
4030,3.70,161,154,-
4031,3.98,168,161,4.5
4032,3.98,168,161,4.5
4033,3.98,168,161,4.5
4034,3.98,168,161,4.5
4035,3.71,167,155,6.0
4036,3.74,166,156,3.5
4037,3.74,166,156,3.0
4038,3.26,,,No GRE
4039,3.23,165,152,4.5
4040,3.23,165,152,4.5
4041,3.93,166,168,4.0
4042,3.8,164,165,6.0
4043,3.67,170,152,4.0
4044,3.97,170,166,5.0
4045,3.72,170,160,3.5
4046,3.9,168,152,3.0
4047,3.66,170,155,3.5
4048,3.74,170,159,4.5
4049,3.21,163,156,3.5
4050,3.85,170,155,3.5
4051,3.9,166,162,4.5
4052,3.54,166,159,3.5
4053,3.65,167,155,3.5
4054,3.15,165,155,3.0
4055,3.91,161,159,2.5
4056,3.15,165,155,3.0
4057,3.15,165,155,3.0
4058,3.15,165,155,3.0
4059,3.15,165,155,3.0
4060,3.15,165,155,3.0
4061,3.15,165,155,3.0
4062,3.71,170,160,3.5
4063,3.71,170,160,3.5
4064,3.4,168,152,4.0
4065,3.0,168,155,3.0
4066,3.74,166,156,3.5
4067,3.67,170,152,4.0
4068,3.67,170,152,4.0
4069,3.67,170,152,4.0
4070,3.67,170,152,4.0
4071,3.15,165,158,4.5
4072,3.87,167,166,4.5
4073,3.77,,,N/A
4074,3.9,166,160,3.5
4075,3.75,170,160,3.5
4076,3.93,,,N/A
4077,3.93,,,N/A
4078,3.95,170,153,3.0
4079,3.68,170,159,3.0
4080,3.68,170,159,3.0
4081,3.89,170,159,5.0
4082,3.9,170,158,4.5
4083,3.5,168,155,3.0
4084,First Class,168,163,5.0
4085,3.94,170,156,4.0
4086,3.94,163,154,3.5
4087,3.72,166,160,3.5
4088,3.79,168,162,4.5
4089,3.75,170,158,3.0
4090,3.25,168,161,4.0
4091,3.85,170,160,3.0
4092,3.75,170,158,3.0
4093,3.61,170,152,3.0
4094,3.64,167,157,4.0
4095,3.5,,,GMAT
4096,3.59,170,150,4.0
4097,3.54,166,159,3.5
4098,3.54,166,159,3.5
4099,3.35,166,154,4.0
4100,3.52,162,154,3.0
4101,3.7,170,164,4.0
4102,3.64,167,157,4.0
4103,4.0,168,164,4.0
4104,3.65,167,161,4.5
4105,4.0,161,153,4.0
4106,3.9,170,162,4.5
4107,3.9,170,162,4.5
4108,4.0,170,166,4.5
4109,First Class,168,163,5.0
4110,3.8,170,161,3.0
4111,1st Class（UK),170,156,4.5
4112,3.75,170,158,3.0
4113,3.9,166,160,3.5
4114,3.75,167,154,3.5
4115,3.9,166,162,4.5
4116,3.9,167,160,4.0
4117,First Class,170,166,5.5
4118,3.75,170,158,4.5
4119,1st class,170,158,5.0
4120,3.8,170,167,3.0
4121,3.8,170,167,3.0
4122,3.8,170,167,3.0
4123,3.95,170,153,3.0
4124,3.42,,,n/a
4125,3.8,167,153,4.0
4126,3.9,170,161,3.5
4127,3.9,168,154,3.0
4128,3.9,170,166,5.5
4129,3.69,170,152,4.0
4130,3.5,167,156,3.5
4131,3.9,167,160,4.0
4132,3.60,168,153,3.0
4133,3.89,170,154,3.5
4134,3.15,169,157,4.0
4135,3.63,170,151,3.0
4136,3.72,166,160,3.5
4137,3.74,166,156,4.5
4138,First Class Honors,168,152,3.5
4139,3.69,167,136,3.0
4140,3.69,167,136,3.0
4141,4.0,166,160,3.0
4142,3.85,170,155,3.5
4143,3.83,166,157,4.5
4144,3.96,170,153,3.0
4145,3.69,170,152,4.0
4146,3.82,170,152,3.0
4147,3.6,166,160,3.0
4148,3.8,170,162,4.0
4149,3.64,167,157,4.0
4150,3.33,170,157,3.0
4151,4.0,170,158,4.5
4152,3.56,168,156,3.5
4153,3.72,169,161,3.0
4154,3.6,168,161,4.5
4155,3.74,170,155,3.0
4156,3.5,168,153,3.0
4157,3.72,169,161,3.0
4158,3.72,168,160,3.5
4159,4.0,166,158,4.0
4160,3.75,167,149,3.0
4161,2.8,166,161,4.0
4162,2.6,166,161,4.0
4163,3.58,170,150,4.0
4164,3.3,170,167,5.0
4165,3.63,170,151,3.0
4166,3.63,170,151,3.0
4167,3.77,169,147,3.5
4168,3.75,170,158,3.0
4169,3.77,167,153,3.5
4170,3.15,167,160,4.0
4171,3.82,168,163,4.5
4172,3.62,157,156,4.0
4173,3.73,170,158,3.5
4174,3.8,168,158,3.0
4175,3.15,167,160,4.0
4176,3.5,167,156,3.5
4177,3.5,156,166,3.0
4178,3.85,170,160,3.0
4179,3.64,169,163,3.5
4180,3.66,166,166,3.0
4181,3.3,167,154,3.5
4182,3.3,167,154,3.5
4183,3.1,157,149,4.0
4184,3.1,157,149,4.0
4185,3.1,157,149,4.0
4186,3.98,170,157,4.0
4187,3.67,168,147,3.0
4188,3.7,164,161,4.0
4189,3.15,170,162,4.5
4190,3.4,,,na
4191,3.5,167,156,3.5
4192,3.5,167,156,3.5
4193,3.5,167,156,3.5
4194,3.72,169,161,3.0
4195,3.3,170,162,4.0
4196,3.3,170,162,4.0
4197,2:1 (UK),162,,N/A
4198,3.63,167,159,3.0
4199,3.63,167,159,3.0
4200,3.63,167,159,3.0
4201,3.5,168,155,3.0
4202,3.6,,,na
4203,,,,N/A
4204,3.73,170,158,3.5
4205,3.72,169,161,3.0
4206,3.3,170,158,4.5
4207,3.93,166,168,4.0
4208,3.6,168,147,3.0
4209,N/A,,,N/A
4210,3.76,170,156,3.0
4211,3.75,163,157,3.0
4212,3.9,,,n/a
4213,2.7,168,145,3.5
4214,2.7,168,145,3.5
4215,2.7,168,145,3.5
4216,2.7,168,145,3.5
4217,3.96,170,153,3.0
4218,3.5,167,156,4.0
4219,3.5,165,150,4.0
4220,3.38,161,161,4.0
4221,3.7,166,163,4.0
4222,3.76,170,150,3.0
4223,3.76,170,150,3.0
4224,3.76,170,150,3.0
4225,3.76,170,150,3.0
4226,3.76,170,150,3.0
4227,3.76,150,170,3.0
4228,3.01,162,168,3.0
4229,3.9,170,163,5.5
4230,--,,,NA
4231,3.14,168,145,3.0
4232,N/A,164,155,2.5
4233,3.4,,,--
4234,3.7,167,158,4.0
4235,3.7,170,159,3.5
4236,3.0,158,154,3.0
4237,3.2,157,151,3.5
4238,3.68,170,154,3.0
4239,3.0,162,159,4.0
4240,3.2,151,170,3.5
4241,3.3,166,162,3.5
4242,3.5,169,150,3.0
4243,3.84,169,153,3.5
4244,3.2,162,155,3.0
4245,3.6,168,143,3.0
4246,3.7,167,162,5.5
4247,3.98,166,165,3.5
4248,3.1,165,163,3.0
4249,3.68,170,154,3.0
4250,3.54,162,152,3.0
4251,3.29,168,154,3.0
4252,3.2,1,1,4.0
4253,3.8,165,162,4.0
4254,3.8,165,162,4.0
4255,3.8,165,162,4.0
4256,3.8,162,162,4.0
4257,3.7,165,155,4.0
4258,3.7,165,155,4.0
4259,no,,,no
4260,3.77,170,152,3.5
4261,3.8,152,170,3.5
4262,3.4,163,160,4.0
4263,3.4,163,160,4.0
4264,N/A,164,155,2.5
4265,4.0,164,155,2.5
4266,3.51,170,155,3.5
4267,3.7,170,149,3.5
4268,3.45,168,149,3.0
4269,3.25,165,155,3.0
4270,3.60,166,150,3.0
4271,3.0,163,146,2.5
4272,3.6,166,168,3.0
4273,3.52,166,139,2.5
4274,3.3,162,155,3.0
4275,2.75,165,165,5.0
4276,3.5,170,161,3.0
4277,3.6,160,153,3.5
4278,3.6,160,153,3.5
4279,3.1,,,-
4280,3.3,163,157,3.0
4281,3.1,167,168,4.5
4282,3.1,167,168,4.5
4283,3.4,168,152,3.0
4284,3.89,168,,5.5
4285,3.12,170,155,3.0
4286,3.12,170,155,3.0
4287,4.0,165,161,4.0
4288,3.47,168,160,4.0
4289,3.68,170,154,3.0
4290,3.68,170,154,3.0
4291,3.3,153,162,5.5
4292,3.4,170,160,4.0
4293,3.7,169,156,5.0
4294,3.7,166,163,4.0
4295,3.42,160,159,4.0
4296,2:1,,,nil
4297,3.72,166,152,3.5
4298,3.15,,,-
4299,3.4,166,,.
4300,3.65,165,158,4.0
4301,3.65,162,154,4.5
4302,3.65,162,154,4.5
4303,3.65,162,154,4.5
4304,-,,,-
4305,3.9,,,-
4306,3.9,,,-
4307,3.6,166,165,3.5
4308,3.8,166,159,3.5
4309,3.65,162,155,3.0
4310,3.5,164,163,6.0
4311,3.5,164,165,4.5
4312,3.94,163,154,3.5
4313,3.94,163,154,3.5
4314,3.91,169,162,4.5
4315,3.94,166,159,3.5
4316,3.6,167,165,3.0
4317,3.7,164,145,3.0
4318,3.3,161,145,4.0
4319,3.3,161,145,4.0
4320,3.3,161,145,4.0
4321,3.3,161,145,4.0
4322,3.2,165,159,4.0
4323,3.6,162,149,3.0
4324,3.92,165,158,4.0
4325,2.91,161,148,4.0
4326,3.57,,,5.0
4327,3.62,166,154,4.5
4328,3.5,170,161,3.0
4329,3.5,170,150,2.5
4330,3.4,166,,.
4331,3.8,170,151,2.5
4332,3.69,167,158,4.0
4333,3.67,163,149,2.5
4334,3.95,,,N/A
4335,3.88,,,N/A
4336,3.9,170,170,6.0
4337,3.82,,,NA
4338,3.6,167,159,4.0
4339,3.25,165,155,3.0
4340,3.8,169,163,4.0
4341,3.8,169,163,4.0
4342,3.54,165,164,5.0
4343,3.7,168,162,4.5
4344,3.98,166,165,3.5
4345,3.6,166,168,3.0
4346,3.3,168,156,3.3
4347,3.0,166,154,3.0
4348,2.6,166,154,3.0
4349,3.58,159,151,3.5
4350,3.58,159,151,3.5
4351,3.58,159,151,3.5
4352,3.58,159,151,3.5
4353,3.7,165,155,4.0
4354,3.7,165,155,4.0
4355,3.7,165,155,4.0
4356,3.68,168,153,3.5
4357,3.86,170,160,4.0
4358,3.86,170,160,4.0
4359,3.86,170,160,4.0
4360,3.86,170,160,4.0
4361,3.63,162,157,4.0
4362,3.75,168,149,3.0
4363,3.05,170,147,3.0
4364,3.2,169,145,2.5
4365,3.3,168,156,3.5
4366,3.66,166,160,4.0
4367,3.8,166,149,4.0
4368,3.2,165,157,5.0
4369,3.2,165,157,5.0
4370,3.2,165,157,5.0
4371,3.2,168,168,4.5
4372,3.25,165,155,3.0
4373,3.9,,,n/a
4374,3.93,166,165,3.0
4375,3.57,169,159,4.5
4376,3.57,169,159,4.5
4377,3.54,167,143,3.5
4378,3.92,166,164,3.0
4379,3.2,169,153,4.5
4380,3.57,154,150,3.5
4381,3.67,170,158,3.5
4382,3.67,170,158,3.5
4383,3.60,166,150,3.0
4384,3.69,167,158,4.0
4385,3.82,166,146,2.5
4386,3.80,167,158,4.0
4387,3.60,166,150,3.0
4388,3.2,163,158,3.0
4389,-,,,-
4390,2.6,166,154,3.0
4391,3.7,168,162,4.5
4392,3.84,170,157,3.5
4393,-,167,159,3.5
4394,3.6,162,149,3.0
4395,3.7,167,146,3.0
4396,3.2,168,168,4.5
4397,3.7,170,155,3.5
4398,3.9,170,155,3.5
4399,3.80,170,149,3.5
4400,3.6,163,168,3.0
4401,3.15,,,-
4402,3.63,163,149,3.0
4403,3.65,166,158,4.5
4404,3.65,166,158,4.5
4405,3.65,166,158,4.5
4406,3.65,166,158,4.5
4407,3.65,166,158,4.5
4408,3.57,170,164,4.0
4409,3.68,170,154,3.0
4410,3.4,166,168,4.0
4411,3.83,170,158,3.0
4412,2.9,167,151,4.5
4413,3.83,170,158,3.0
4414,3.83,170,158,3.0
4415,3.5,166,,-
4416,3.5,166,,-
4417,3.5,166,,-
4418,3.57,,,-
4419,3.71,166,170,3.5
4420,3.71,166,170,3.5
4421,3.71,166,170,3.5
4422,3.99,166,166,3.5
4423,3.62,166,154,4.5
4424,3.65,162,155,3.0
4425,3.6,162,149,3.0
4426,3.6,162,149,3.0
4427,3.8,170,159,3.5
4428,3.5,166,158,5.0
4429,3.71,166,161,3.0
4430,3.62,165,145,3.0
4431,3.62,165,145,3.0
4432,3.62,165,145,3.0
4433,3.62,165,145,3.0
4434,3.62,165,145,3.0
4435,3.62,165,145,3.0
4436,3.62,165,145,3.0
4437,3.62,165,145,3.0
4438,3.62,165,145,3.0
4439,3.96,169,157,3.5
4440,3.9,,,None
4441,3.67,166,158,3.0
4442,3.4,170,169,5.0
4443,3.4,169,159,3.5
4444,3.95,,,/
4445,3.95,,,/
4446,first honor degree,,,-
4447,3.7,,,N/A
4448,3.8,170,159,3.5
4449,3.8,170,159,3.5
4450,N/A,164,158,2.5
4451,3.83,170,158,3.0
4452,3.5,170,161,3.0
4453,3.6,,,N.A.
4454,3.9,,,None
4455,3.3,166,156,3.0
4456,3.51,,,N/A
4457,3.4,170,160,4.0
4458,3.4,170,160,4.0
4459,3.75,165,158,3.5
4460,3.75,165,158,3.5
4461,3.65,170,156,4.0
4462,3.99,170,162,4.0
4463,3.5,,,000
4464,3.5,170,161,3.0
4465,3.67,170,153,3.0
4466,First Class Hons.,,,N/A
4467,First Division (Hons.),170,153,3.0
4468,3.0,,,N/A
4469,3.6,170,163,3.5
4470,3.9,166,164,3.5
4471,3.8,,,n/a
4472,3.65,163,160,4.0
4473,3.67,170,150,4.0
4474,3.9,166,169,4.5
4475,3.9,166,169,4.5
4476,3.6,,,NA
4477,3.5,,,N/A
4478,3.65,170,156,4.0
4479,3.77,166,155,3.5
4480,3.77,166,155,3.5
4481,3.8,166,162,3.0
4482,4.0,169,164,4.0
4483,3.7,165,155,4.0
4484,3.7,166,164,3.5
4485,4.0,169,164,4.0
4486,4.0,169,164,4.0
4487,4.0,169,164,4.0
4488,3.9,168,165,6.0
4489,3.87,168,,6.0
4490,3.83,170,158,3.0
4491,Upper Second,168,168,6.0
4492,3.57,169,159,4.5
4493,3.86,170,162,3.5
4494,3.93,170,162,3.5
4495,-,166,149,4.0
4496,Upper Second,168,168,6.0
4497,Upper Second,168,168,6.0
4498,N/A,,,N/A
4499,3.2,160,154,3.5
4500,3.5,166,170,3.5
4501,3.5,167,162,5.0
4502,3.37,168,160,3.0
4503,3.72,168,153,3.5
4504,3.67,168,,-
4505,3.7,168,162,4.5
4506,3.70,170,152,3.5
4507,3.70,170,152,3.5
4508,3.67,170,158,3.5
4509,3.6,170,157,3.0
4510,3.6,170,157,3.0
4511,3.6,157,170,3.0
4512,3.65,166,158,3.0
4513,3.5,165,159,4.0
4514,3.4,170,161,4.5
4515,3.67,169,162,4.0
4516,3.92,166,164,3.0
4517,2.91,161,148,4.0
4518,3.0,168,,-
4519,3.93,166,166,3.0
4520,3.8,,,NA
4521,3.57,163,149,2.5
4522,3.67,163,149,2.5
4523,2.5,169,154,3.0
4524,3.92,166,164,3.0
4525,3.2,168,165,4.0
4526,3.72,167,162,3.5
4527,3.7,166,157,3.0
4528,3.10,163,159,4.0
4529,3.10,163,159,4.0
4530,3.10,163,159,4.0
4531,3.8,170,159,3.5
4532,3.95,164,,xxxx
4533,3.83,170,158,3.0
4534,3.6,167,159,4.0
4535,3.25,162,157,3.0
4536,3.55,163,156,4.0
4537,3.62,166,154,4.5
4538,3.67,170,151,3.5
4539,3.6,166,156,3.0
4540,3.77,166,156,3.0
4541,3.77,166,156,3.0
4542,3.77,166,156,3.0
4543,3.8,164,165,5.0
4544,3.2,168,160,4.0
4545,3.2,168,160,4.0
4546,3.83,170,158,3.0
4547,3.6,170,157,4.5
4548,3.66,166,160,4.0
4549,3.66,166,160,4.0
4550,4.0,164,157,3.0
4551,3.8,170,157,4.0
4552,3.2,170,153,4.5
4553,3.0,167,153,5.5
4554,3.0,167,153,5.5
4555,3.59,170,159,3.5
4556,3.59,170,159,3.5
4557,3.65,162,155,3.0
4558,2.8,166,162,3.5
4559,2.9,166,162,3.5
4560,2.9,166,162,3.5
4561,2.9,166,162,3.5
4562,3.86,,,N/A
4563,First Class Honors,,,Not required
4564,3.9,164,156,4.5
4565,3.8,169,163,4.0
4566,3.89,169,158,4.0
4567,3.65,166,160,4.0
4568,3.62,166,153,3.5
4569,3.35,,,-
4570,3.76,170,150,3.0
4571,3.57,170,164,4.0
4572,3.4,164,158,3.5
4573,3.4,164,158,3.5
4574,3.97,170,160,4.0
4575,3.95,166,,xxxx
4576,3.95,166,,xxx
4577,3.2,169,154,4.0
4578,3.56,170,168,4.5
4579,3.92,166,164,3.0
4580,3.93,170,153,3.5
4581,3.3,163,157,3.0
4582,17/20,,,-
4583,3.7,168,157,3.5
4584,3.5,167,151,4.5
4585,3.7,164,165,4.5
4586,3.86,170,162,3.5
4587,3.65,163,163,3.5
4588,3.65,170,156,4.0
4589,3.7,,,0000
4590,3.0,166,161,4.0
4591,3.9,166,169,4.5
4592,3.3,162,155,3.0
4593,3.3,162,155,3.0
4594,3.91,169,149,3.5
4595,3.92,169,149,3.5
4596,3.5,170,161,3.0
4597,3.5,166,149,4.0
4598,3.43,168,149,3.0
4599,3.6,169,150,4.5
4600,3.3,163,157,3.0
4601,3.42,166,154,3.0
4602,3.42,166,154,3.0
4603,3.86,165,150,3.0
4604,3.83,170,158,3.0
4605,3.67,169,162,4.0
4606,3.5,166,165,3.0
4607,3.68,168,153,3.5
4608,3.68,168,153,3.5
4609,3.92,166,162,3.0
4610,2.91,161,148,4.0
4611,2:1 (UK),161,167,5.0
4612,3.6,170,157,4.5
4613,3.38,154,149,4.0
4614,3.1,159,145,2.5
4615,3.9,170,163,4.0
4616,3.67,169,162,4.0
4617,3.83,170,158,3.0
4618,3.78,166,166,3.0
4619,3.7,166,164,3.5
4620,4.0,,,5.5
4621,3.6,170,157,3.0
4622,3.98,166,165,3.5
4623,4.0,,,null
4624,3.9,170,163,4.0
4625,3.65,162,154,4.5
4626,3.57,165,150,3.5
4627,3.72,165,168,5.5
4628,3.73,167,162,6.0
4629,3.1,,,No
4630,3.8,166,165,3.5
4631,3.8,164,165,5.0
4632,3.72,168,153,3.5
4633,3.92,166,164,3.0
4634,3.78,166,162,5.0
4635,3.78,166,166,3.0
4636,3.3,163,155,3.5
4637,3.98,166,165,3.5
4638,3.92,169,149,3.5
4639,3.5,164,150,3.5
4640,3.7,166,169,3.0
4641,3.7,166,169,3.0
4642,3.7,166,169,3.0
4643,3.93,,,-
4644,3.74,170,158,5.5
4645,3.0,167,153,5.5
4646,3.6,163,168,3.0
4647,3.83,170,158,3.0
4648,3.56,170,168,4.5
4649,3.65,162,154,4.5
4650,3.65,162,154,4.5
4651,3.94,163,154,3.5
4652,3.6,160,153,3.5
4653,3.6,160,153,3.5
4654,3.2,169,154,4.0
4655,3.78,166,166,3.0
4656,3.85,166,163,3.5
4657,3.3,163,157,3.0
4658,3.7,166,16,5.0
4659,3.8,166,154,4.0
4660,3.72,168,153,3.5
4661,3.6,163,168,3.0
4662,3.3,170,160,3.0
4663,3.8,170,157,4.0
4664,10.3/12,166,155,3.5
4665,3.96,161,149,3.0
4666,3.3,165,156,4.0
4667,3.6,160,153,3.5
4668,3.2,168,168,4.5
4669,3.57,170,164,4.0
4670,-,166,,4.0
4671,3.92,166,164,3.0
4672,3.6,163,168,3.0
4673,3.20,,,N/A
4674,3.76,170,150,3.0
4675,3.5,170,161,3.0
4676,3.15,,,-
4677,3.5,164,150,3.5
4678,3.5,164,150,3.5
4679,3.5,164,150,3.5
4680,3.5,164,150,3.5
4681,3.5,164,150,3.5
4682,3.5,164,150,3.5
4683,3.5,164,150,3.5
4684,4.0,130,153,6.0
4685,3.9,168,160,5.5
4686,3.6,163,168,3.0
4687,3.6,163,168,3.0
4688,3.4,168,164,5.5
4689,3.9,166,160,5.5
4690,3.9,166,160,5.5
4691,3.4,166,159,3.5
4692,3.67,170,158,3.5
4693,3.67,170,158,3.5
4694,3.78,166,166,3.0
4695,3.7,166,164,3.5
4696,NA,166,,4.0
4697,3.6,170,157,3.0
4698,3.6,170,157,3.0
4699,3.89,170,162,3.5
4700,na,,,na
4701,3.92,166,164,3.0
4702,3.9,168,160,4.0
4703,3.78,166,166,3.0
4704,3.5,170,161,3.0
4705,3.6,170,166,3.0
4706,3.7,166,153,4.0
4707,Upper Second,168,168,6.0
4708,3.0,167,153,5.5
4709,3.7,166,153,4.0
4710,3.7,166,164,3.5
4711,3.92,166,164,3.0
4712,3.85,169,162,4.0
4713,3.2,168,170,4.5
4714,3.5,170,161,3.0
4715,3.3,,,5.5
4716,3.2,169,154,4.0
4717,3.57,170,164,4.0
4718,3.76,170,150,3.0
4719,3.98,166,165,3.5
4720,NA,170,,NA
4721,3.93,166,170,4.0
4722,3.91,169,149,3.5
4723,3.75,166,159,3.5
4724,3.75,166,159,3.5
4725,3.9,169,155,4.0
4726,3.66,170,157,4.0
4727,4.0,166,165,4.0
4728,3.65,167,165,4.5
4729,3.68,168,153,3.5
4730,3.94,163,168,4.5
4731,3.8,153,165,3.0
4732,3.93,168,156,3.5
4733,3.98,166,165,3.5
4734,3.92,166,164,3.0
4735,3.3,165,156,4.0
4736,3.6,170,157,4.5
4737,3.72,168,153,3.5
4738,3.4,168,152,3.0
4739,3.66,170,157,4.0
4740,3.8,165,161,4.5
4741,N/A,164,158,2.5
4742,3.62,166,154,4.5
4743,3.788,168,155,4.5
4744,3.6,170,157,3.0
4745,3.93,168,156,3.5
4746,3.4,167,153,4.0
4747,3.82,166,162,3.0
4748,3.82,166,162,3.0
4749,2.5,169,154,3.5
4750,2.7,170,156,3.5
4751,3.83,170,158,3.0
4752,3.65,170,156,4.0
4753,3.68,168,153,3.5
4754,3.77,166,156,3.0
4755,3.99,170,162,4.0
4756,3.99,170,162,4.0
4757,3.93,166,169,3.0
4758,3.9,168,160,4.0
4759,3.8,170,160,4.0
4760,3.93,166,170,4.0
4761,3.93,166,170,4.0
4762,3.67,169,162,4.0
4763,3.7,169,158,4.0
4764,3.77,165,153,3.0
4765,3.77,165,153,3.0
4766,3.67,166,165,3.0
4767,3.67,166,165,3.0
4768,3.67,166,165,3.0
4769,3.67,166,165,3.0
4770,3.9,163,160,4.0
4771,3.86,170,162,3.5
4772,3.57,1,1,1
4773,3.7,166,169,3.0
4774,3.9,168,160,4.0
4775,3.69,167,158,4.0
4776,3.91,169,149,3.5
4777,3.38,154,149,4.0
4778,3.92,168,157,3.5
4779,3.98,166,165,3.5
4780,3.99,166,166,3.5
4781,4.0,166,165,4.0
4782,3.8,165,161,4.5
4783,3.85,170,157,3.0
4784,3.3,166,146,3.0
4785,4.0,169,164,4.0
4786,3.77,166,155,3.5
4787,3.7,166,169,3.0
4788,3.63,163,136,3.5
4789,3.92,169,149,3.5
4790,3.92,169,149,3.5
4791,3.68,168,153,3.5
4792,3.6,170,157,4.5
4793,3.83,170,158,3.0
4794,3.57,166,165,3.5
4795,3.65,168,,-
4796,3.86,170,162,3.5
4797,3.78,166,166,3.0
4798,3.72,168,153,3.5
4799,3.65,170,156,4.0
4800,First Class,166,166,4.5
4801,3.57,169,159,4.5
4802,3.77,166,156,3.0
4803,3.5,168,157,4.5
4804,-,,,-
4805,3.84,170,157,3.0
4806,3.45,170,150,3.5
4807,3.4,130,153,1
4808,3.92,168,156,4.0
4809,3.1,166,156,4.0
4810,3.72,168,153,3.5
4811,3.72,168,153,3.5
4812,3.9,166,153,4.0
4813,2.7,170,156,3.5
4814,2.7,170,156,3.5
4815,3.86,170,162,3.5
4816,3.7,170,155,4.0
4817,First class UK,167,164,4.5
4818,First Class Hons.,170,153,3.0
4819,3.77,166,155,3.5
4820,3.7,160,149,3.5
4821,10.3/12,166,155,3.5
4822,3.8,165,161,4.5
4823,2.8,164,147,3.0
4824,3.77,166,156,3.0
4825,3.38,169,166,5.0
4826,3.4,168,152,3.0
4827,3.9,166,169,4.5
4828,3.8,168,158,4.0
4829,3.0,163,150,3.5
4830,3.7,170,155,4.0
4831,3.6,170,157,3.0
4832,3.87,170,165,4.5
4833,3.9,166,169,4.5
4834,3.7,166,164,3.5
4835,3.7,166,164,3.5
4836,3.1,166,160,3.0
4837,3.88,166,,4.0
4838,3.40,169,159,3.5
4839,3.8,,,NA
4840,3.7,170,153,4.0
4841,3.98,166,166,3.5
4842,3.97,155,168,5.5
4843,3.65,170,162,5.0
4844,3.0,167,166,4.0
4845,3.0,167,166,4.0
4846,3.6,170,157,3.0
4847,3.6,170,157,3.0
4848,3.4,168,152,3.0
4849,2.5,170,155,3.5
4850,3.68,168,153,3.5
4851,3.65,164,152,3.5
4852,3.5,164,150,3.5
4853,3.2,168,160,4.0
4854,3.8,153,165,3.0
4855,3.7,166,155,3.5
4856,3.8,165,161,4.5
4857,3.9,166,170,3.5
4858,3.97,170,154,4.0
4859,3.4,168,152,3.0
4860,3.9,166,153,4.0
4861,3.7,168,161,4.5
4862,2.9,163,162,5.5
4863,3.77,166,156,3.0
4864,3.98,166,166,3.5
4865,3.6,164,160,4.0
4866,3.92,169,149,3.5
4867,2.8,166,162,3.5
4868,3.9,166,159,4.5
4869,3.7,170,155,4.0
4870,3.6,165,159,4.5
4871,3.84,,,NA
4872,3.57,168,153,3.5
4873,3.86,165,155,3.5
4874,3.6,100,100,100
4875,3.9,163,160,4.0
4876,3.75,166,159,3.5
4877,3.75,166,159,3.5
4878,3.75,166,159,3.5
4879,3.4,166,162,3.0
4880,3.3,159,152,4.0
4881,3.2,168,160,4.0
4882,3.99,170,162,4.0
4883,3.6,170,157,3.0
4884,2.8,166,162,3.5
4885,3.0,167,166,4.0
4886,3.4,168,152,3.0
4887,3.9,170,159,3.5
4888,3.57,168,153,3.5
4889,3.57,168,153,3.5
4890,3.89,166,166,3.0
4891,3.4,168,152,3.0
4892,3.4,168,152,3.0
4893,3.92,169,149,3.5
4894,2.8,166,162,3.5
